precision_d,recall_d,fscore_d,precision_p,recall_p,fscore_p,precision_h,recall_h,fscore_h,precision_s,recall_s,fscore_s,precision_r,recall_r,fscore_r,execution,kernel,c,gamma,characteristic type,characteristic,articulation point,window,label position
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.863,100.0,0.56,0.0,0.0,0.0,7636,rbf,200,1,escalar,aceleracao,rh,100,meio
30.289,100.0,0.465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7637,rbf,200,2,escalar,aceleracao,rh,100,meio
30.289,100.0,0.465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7638,rbf,200,4,escalar,aceleracao,rh,100,meio
30.289,100.0,0.465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7639,rbf,200,8,escalar,aceleracao,rh,100,meio
30.289,100.0,0.465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7640,rbf,200,16,escalar,aceleracao,rh,100,meio
94.483,42.154,0.583,37.5,15.0,0.214,0.0,0.0,0.0,46.328,98.321,0.63,100.0,17.46,0.297,7641,rbf,250,0.03125,escalar,aceleracao,rh,100,meio
100.0,6.154,0.116,34.783,10.0,0.155,0.0,0.0,0.0,40.485,100.0,0.576,0.0,0.0,0.0,7642,rbf,250,0.0625,escalar,aceleracao,rh,100,meio
0.0,0.0,0.0,100.0,2.5,0.049,0.0,0.0,0.0,38.936,100.0,0.56,0.0,0.0,0.0,7643,rbf,250,0.125,escalar,aceleracao,rh,100,meio
0.0,0.0,0.0,100.0,1.25,0.025,0.0,0.0,0.0,38.899,100.0,0.56,0.0,0.0,0.0,7644,rbf,250,0.25,escalar,aceleracao,rh,100,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.863,100.0,0.56,0.0,0.0,0.0,7645,rbf,250,0.5,escalar,aceleracao,rh,100,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.863,100.0,0.56,0.0,0.0,0.0,7646,rbf,250,1,escalar,aceleracao,rh,100,meio
30.289,100.0,0.465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7647,rbf,250,2,escalar,aceleracao,rh,100,meio
30.289,100.0,0.465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7648,rbf,250,4,escalar,aceleracao,rh,100,meio
30.289,100.0,0.465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7649,rbf,250,8,escalar,aceleracao,rh,100,meio
30.289,100.0,0.465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7650,rbf,250,16,escalar,aceleracao,rh,100,meio
94.483,42.154,0.583,37.5,15.0,0.214,0.0,0.0,0.0,46.328,98.321,0.63,100.0,17.46,0.297,7651,rbf,300,0.03125,escalar,aceleracao,rh,100,meio
100.0,6.154,0.116,34.783,10.0,0.155,0.0,0.0,0.0,40.485,100.0,0.576,0.0,0.0,0.0,7652,rbf,300,0.0625,escalar,aceleracao,rh,100,meio
0.0,0.0,0.0,100.0,2.5,0.049,0.0,0.0,0.0,38.936,100.0,0.56,0.0,0.0,0.0,7653,rbf,300,0.125,escalar,aceleracao,rh,100,meio
0.0,0.0,0.0,100.0,1.25,0.025,0.0,0.0,0.0,38.899,100.0,0.56,0.0,0.0,0.0,7654,rbf,300,0.25,escalar,aceleracao,rh,100,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.863,100.0,0.56,0.0,0.0,0.0,7655,rbf,300,0.5,escalar,aceleracao,rh,100,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.863,100.0,0.56,0.0,0.0,0.0,7656,rbf,300,1,escalar,aceleracao,rh,100,meio
30.289,100.0,0.465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7657,rbf,300,2,escalar,aceleracao,rh,100,meio
30.289,100.0,0.465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7658,rbf,300,4,escalar,aceleracao,rh,100,meio
30.289,100.0,0.465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7659,rbf,300,8,escalar,aceleracao,rh,100,meio
30.289,100.0,0.465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7660,rbf,300,16,escalar,aceleracao,rh,100,meio
94.483,42.154,0.583,37.5,15.0,0.214,0.0,0.0,0.0,46.328,98.321,0.63,100.0,17.46,0.297,7661,rbf,350,0.03125,escalar,aceleracao,rh,100,meio
100.0,6.154,0.116,34.783,10.0,0.155,0.0,0.0,0.0,40.485,100.0,0.576,0.0,0.0,0.0,7662,rbf,350,0.0625,escalar,aceleracao,rh,100,meio
0.0,0.0,0.0,100.0,2.5,0.049,0.0,0.0,0.0,38.936,100.0,0.56,0.0,0.0,0.0,7663,rbf,350,0.125,escalar,aceleracao,rh,100,meio
0.0,0.0,0.0,100.0,1.25,0.025,0.0,0.0,0.0,38.899,100.0,0.56,0.0,0.0,0.0,7664,rbf,350,0.25,escalar,aceleracao,rh,100,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.863,100.0,0.56,0.0,0.0,0.0,7665,rbf,350,0.5,escalar,aceleracao,rh,100,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.863,100.0,0.56,0.0,0.0,0.0,7666,rbf,350,1,escalar,aceleracao,rh,100,meio
30.289,100.0,0.465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7667,rbf,350,2,escalar,aceleracao,rh,100,meio
30.289,100.0,0.465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7668,rbf,350,4,escalar,aceleracao,rh,100,meio
30.289,100.0,0.465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7669,rbf,350,8,escalar,aceleracao,rh,100,meio
30.289,100.0,0.465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7670,rbf,350,16,escalar,aceleracao,rh,100,meio
94.483,42.154,0.583,37.5,15.0,0.214,0.0,0.0,0.0,46.328,98.321,0.63,100.0,17.46,0.297,7671,rbf,400,0.03125,escalar,aceleracao,rh,100,meio
100.0,6.154,0.116,34.783,10.0,0.155,0.0,0.0,0.0,40.485,100.0,0.576,0.0,0.0,0.0,7672,rbf,400,0.0625,escalar,aceleracao,rh,100,meio
0.0,0.0,0.0,100.0,2.5,0.049,0.0,0.0,0.0,38.936,100.0,0.56,0.0,0.0,0.0,7673,rbf,400,0.125,escalar,aceleracao,rh,100,meio
0.0,0.0,0.0,100.0,1.25,0.025,0.0,0.0,0.0,38.899,100.0,0.56,0.0,0.0,0.0,7674,rbf,400,0.25,escalar,aceleracao,rh,100,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.863,100.0,0.56,0.0,0.0,0.0,7675,rbf,400,0.5,escalar,aceleracao,rh,100,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.863,100.0,0.56,0.0,0.0,0.0,7676,rbf,400,1,escalar,aceleracao,rh,100,meio
30.289,100.0,0.465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7677,rbf,400,2,escalar,aceleracao,rh,100,meio
30.289,100.0,0.465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7678,rbf,400,4,escalar,aceleracao,rh,100,meio
30.289,100.0,0.465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7679,rbf,400,8,escalar,aceleracao,rh,100,meio
30.289,100.0,0.465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7680,rbf,400,16,escalar,aceleracao,rh,100,meio
94.483,42.154,0.583,37.5,15.0,0.214,0.0,0.0,0.0,46.328,98.321,0.63,100.0,17.46,0.297,7681,rbf,450,0.03125,escalar,aceleracao,rh,100,meio
100.0,6.154,0.116,34.783,10.0,0.155,0.0,0.0,0.0,40.485,100.0,0.576,0.0,0.0,0.0,7682,rbf,450,0.0625,escalar,aceleracao,rh,100,meio
0.0,0.0,0.0,100.0,2.5,0.049,0.0,0.0,0.0,38.936,100.0,0.56,0.0,0.0,0.0,7683,rbf,450,0.125,escalar,aceleracao,rh,100,meio
0.0,0.0,0.0,100.0,1.25,0.025,0.0,0.0,0.0,38.899,100.0,0.56,0.0,0.0,0.0,7684,rbf,450,0.25,escalar,aceleracao,rh,100,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.863,100.0,0.56,0.0,0.0,0.0,7685,rbf,450,0.5,escalar,aceleracao,rh,100,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.863,100.0,0.56,0.0,0.0,0.0,7686,rbf,450,1,escalar,aceleracao,rh,100,meio
30.289,100.0,0.465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7687,rbf,450,2,escalar,aceleracao,rh,100,meio
30.289,100.0,0.465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7688,rbf,450,4,escalar,aceleracao,rh,100,meio
30.289,100.0,0.465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7689,rbf,450,8,escalar,aceleracao,rh,100,meio
30.289,100.0,0.465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7690,rbf,450,16,escalar,aceleracao,rh,100,meio
94.483,42.154,0.583,37.5,15.0,0.214,0.0,0.0,0.0,46.328,98.321,0.63,100.0,17.46,0.297,7691,rbf,500,0.03125,escalar,aceleracao,rh,100,meio
100.0,6.154,0.116,34.783,10.0,0.155,0.0,0.0,0.0,40.485,100.0,0.576,0.0,0.0,0.0,7692,rbf,500,0.0625,escalar,aceleracao,rh,100,meio
0.0,0.0,0.0,100.0,2.5,0.049,0.0,0.0,0.0,38.936,100.0,0.56,0.0,0.0,0.0,7693,rbf,500,0.125,escalar,aceleracao,rh,100,meio
0.0,0.0,0.0,100.0,1.25,0.025,0.0,0.0,0.0,38.899,100.0,0.56,0.0,0.0,0.0,7694,rbf,500,0.25,escalar,aceleracao,rh,100,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.863,100.0,0.56,0.0,0.0,0.0,7695,rbf,500,0.5,escalar,aceleracao,rh,100,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.863,100.0,0.56,0.0,0.0,0.0,7696,rbf,500,1,escalar,aceleracao,rh,100,meio
30.289,100.0,0.465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7697,rbf,500,2,escalar,aceleracao,rh,100,meio
30.289,100.0,0.465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7698,rbf,500,4,escalar,aceleracao,rh,100,meio
30.289,100.0,0.465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7699,rbf,500,8,escalar,aceleracao,rh,100,meio
30.289,100.0,0.465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7700,rbf,500,16,escalar,aceleracao,rh,100,meio
77.895,80.0,0.789,66.667,5.195,0.096,0.0,0.0,0.0,56.118,97.08,0.711,0.0,0.0,0.0,7701,rbf,1,0.03125,escalar,aceleracao,rh,10,meio
90.462,79.459,0.846,71.429,6.494,0.119,0.0,0.0,0.0,60.327,98.783,0.749,6.796,11.111,0.084,7702,rbf,1,0.0625,escalar,aceleracao,rh,10,meio
90.333,73.243,0.809,16.667,7.792,0.106,0.0,0.0,0.0,54.267,99.027,0.701,14.286,4.762,0.071,7703,rbf,1,0.125,escalar,aceleracao,rh,10,meio
93.496,62.162,0.747,12.5,9.091,0.105,0.0,0.0,0.0,51.059,99.757,0.675,100.0,6.349,0.119,7704,rbf,1,0.25,escalar,aceleracao,rh,10,meio
96.476,59.189,0.734,43.75,9.091,0.151,0.0,0.0,0.0,47.625,100.0,0.645,100.0,4.762,0.091,7705,rbf,1,0.5,escalar,aceleracao,rh,10,meio
97.512,52.973,0.687,16.667,3.896,0.063,0.0,0.0,0.0,46.18,100.0,0.632,0.0,0.0,0.0,7706,rbf,1,1,escalar,aceleracao,rh,10,meio
98.077,27.568,0.43,0.0,0.0,0.0,0.0,0.0,0.0,41.1,100.0,0.583,0.0,0.0,0.0,7707,rbf,1,2,escalar,aceleracao,rh,10,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.06,100.0,0.541,0.0,0.0,0.0,7708,rbf,1,4,escalar,aceleracao,rh,10,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.06,100.0,0.541,0.0,0.0,0.0,7709,rbf,1,8,escalar,aceleracao,rh,10,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.06,100.0,0.541,0.0,0.0,0.0,7710,rbf,1,16,escalar,aceleracao,rh,10,meio
92.832,70.0,0.798,16.786,61.039,0.263,0.0,0.0,0.0,64.535,81.022,0.718,19.231,7.937,0.112,7711,rbf,50,0.03125,escalar,aceleracao,rh,10,meio
93.133,58.649,0.72,14.939,63.636,0.242,0.0,0.0,0.0,67.245,84.915,0.751,19.231,7.937,0.112,7712,rbf,50,0.0625,escalar,aceleracao,rh,10,meio
92.704,58.378,0.716,11.913,42.857,0.186,0.0,0.0,0.0,67.402,96.594,0.794,44.444,6.349,0.111,7713,rbf,50,0.125,escalar,aceleracao,rh,10,meio
92.704,58.378,0.716,10.909,15.584,0.128,0.0,0.0,0.0,53.675,99.513,0.697,100.0,6.349,0.119,7714,rbf,50,0.25,escalar,aceleracao,rh,10,meio
95.089,57.568,0.717,15.068,14.286,0.147,0.0,0.0,0.0,50.866,100.0,0.674,100.0,6.349,0.119,7715,rbf,50,0.5,escalar,aceleracao,rh,10,meio
97.573,54.324,0.698,16.667,3.896,0.063,0.0,0.0,0.0,46.441,100.0,0.634,0.0,0.0,0.0,7716,rbf,50,1,escalar,aceleracao,rh,10,meio
98.246,30.27,0.463,0.0,0.0,0.0,0.0,0.0,0.0,41.684,100.0,0.588,0.0,0.0,0.0,7717,rbf,50,2,escalar,aceleracao,rh,10,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.06,100.0,0.541,0.0,0.0,0.0,7718,rbf,50,4,escalar,aceleracao,rh,10,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.06,100.0,0.541,0.0,0.0,0.0,7719,rbf,50,8,escalar,aceleracao,rh,10,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.06,100.0,0.541,0.0,0.0,0.0,7720,rbf,50,16,escalar,aceleracao,rh,10,meio
93.487,65.946,0.773,15.361,66.234,0.249,0.0,0.0,0.0,65.503,77.616,0.71,26.087,9.524,0.14,7721,rbf,100,0.03125,escalar,aceleracao,rh,10,meio
93.074,58.108,0.715,16.809,76.623,0.276,0.0,0.0,0.0,70.06,85.401,0.77,18.182,6.349,0.094,7722,rbf,100,0.0625,escalar,aceleracao,rh,10,meio
92.241,57.838,0.711,11.684,44.156,0.185,0.0,0.0,0.0,67.993,95.62,0.795,57.143,6.349,0.114,7723,rbf,100,0.125,escalar,aceleracao,rh,10,meio
92.704,58.378,0.716,10.714,15.584,0.127,0.0,0.0,0.0,53.421,98.783,0.693,100.0,6.349,0.119,7724,rbf,100,0.25,escalar,aceleracao,rh,10,meio
95.067,57.297,0.715,14.865,14.286,0.146,0.0,0.0,0.0,50.866,100.0,0.674,100.0,6.349,0.119,7725,rbf,100,0.5,escalar,aceleracao,rh,10,meio
97.573,54.324,0.698,16.667,3.896,0.063,0.0,0.0,0.0,46.441,100.0,0.634,0.0,0.0,0.0,7726,rbf,100,1,escalar,aceleracao,rh,10,meio
98.246,30.27,0.463,0.0,0.0,0.0,0.0,0.0,0.0,41.684,100.0,0.588,0.0,0.0,0.0,7727,rbf,100,2,escalar,aceleracao,rh,10,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.06,100.0,0.541,0.0,0.0,0.0,7728,rbf,100,4,escalar,aceleracao,rh,10,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.06,100.0,0.541,0.0,0.0,0.0,7729,rbf,100,8,escalar,aceleracao,rh,10,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.06,100.0,0.541,0.0,0.0,0.0,7730,rbf,100,16,escalar,aceleracao,rh,10,meio
93.651,63.784,0.759,14.689,67.532,0.241,0.0,0.0,0.0,66.946,77.859,0.72,27.778,7.937,0.123,7731,rbf,150,0.03125,escalar,aceleracao,rh,10,meio
92.609,57.568,0.71,15.676,75.325,0.26,0.0,0.0,0.0,71.663,84.915,0.777,22.222,6.349,0.099,7732,rbf,150,0.0625,escalar,aceleracao,rh,10,meio
92.308,58.378,0.715,11.765,44.156,0.186,0.0,0.0,0.0,68.111,95.62,0.796,57.143,6.349,0.114,7733,rbf,150,0.125,escalar,aceleracao,rh,10,meio
92.735,58.649,0.719,10.811,15.584,0.128,0.0,0.0,0.0,53.36,98.54,0.692,100.0,6.349,0.119,7734,rbf,150,0.25,escalar,aceleracao,rh,10,meio
95.067,57.297,0.715,14.865,14.286,0.146,0.0,0.0,0.0,50.866,100.0,0.674,100.0,6.349,0.119,7735,rbf,150,0.5,escalar,aceleracao,rh,10,meio
97.573,54.324,0.698,16.667,3.896,0.063,0.0,0.0,0.0,46.441,100.0,0.634,0.0,0.0,0.0,7736,rbf,150,1,escalar,aceleracao,rh,10,meio
98.246,30.27,0.463,0.0,0.0,0.0,0.0,0.0,0.0,41.684,100.0,0.588,0.0,0.0,0.0,7737,rbf,150,2,escalar,aceleracao,rh,10,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.06,100.0,0.541,0.0,0.0,0.0,7738,rbf,150,4,escalar,aceleracao,rh,10,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.06,100.0,0.541,0.0,0.0,0.0,7739,rbf,150,8,escalar,aceleracao,rh,10,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.06,100.0,0.541,0.0,0.0,0.0,7740,rbf,150,16,escalar,aceleracao,rh,10,meio
93.902,62.432,0.75,14.804,68.831,0.244,0.0,0.0,0.0,67.081,78.832,0.725,33.333,7.937,0.128,7741,rbf,200,0.03125,escalar,aceleracao,rh,10,meio
92.241,57.838,0.711,15.508,75.325,0.257,0.0,0.0,0.0,72.257,84.915,0.781,25.0,6.349,0.101,7742,rbf,200,0.0625,escalar,aceleracao,rh,10,meio
91.915,58.378,0.714,11.684,44.156,0.185,0.0,0.0,0.0,68.063,94.891,0.793,57.143,6.349,0.114,7743,rbf,200,0.125,escalar,aceleracao,rh,10,meio
92.766,58.919,0.721,10.909,15.584,0.128,0.0,0.0,0.0,53.36,98.54,0.692,100.0,6.349,0.119,7744,rbf,200,0.25,escalar,aceleracao,rh,10,meio
95.067,57.297,0.715,14.865,14.286,0.146,0.0,0.0,0.0,50.866,100.0,0.674,100.0,6.349,0.119,7745,rbf,200,0.5,escalar,aceleracao,rh,10,meio
97.573,54.324,0.698,16.667,3.896,0.063,0.0,0.0,0.0,46.441,100.0,0.634,0.0,0.0,0.0,7746,rbf,200,1,escalar,aceleracao,rh,10,meio
98.246,30.27,0.463,0.0,0.0,0.0,0.0,0.0,0.0,41.684,100.0,0.588,0.0,0.0,0.0,7747,rbf,200,2,escalar,aceleracao,rh,10,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.06,100.0,0.541,0.0,0.0,0.0,7748,rbf,200,4,escalar,aceleracao,rh,10,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.06,100.0,0.541,0.0,0.0,0.0,7749,rbf,200,8,escalar,aceleracao,rh,10,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.06,100.0,0.541,0.0,0.0,0.0,7750,rbf,200,16,escalar,aceleracao,rh,10,meio
93.776,61.081,0.74,15.126,70.13,0.249,0.0,0.0,0.0,67.008,79.562,0.727,31.25,7.937,0.127,7751,rbf,250,0.03125,escalar,aceleracao,rh,10,meio
92.241,57.838,0.711,14.512,71.429,0.241,0.0,0.0,0.0,72.141,84.428,0.778,30.769,6.349,0.105,7752,rbf,250,0.0625,escalar,aceleracao,rh,10,meio
91.915,58.378,0.714,13.468,51.948,0.214,0.0,0.0,0.0,68.43,94.404,0.793,57.143,6.349,0.114,7753,rbf,250,0.125,escalar,aceleracao,rh,10,meio
92.735,58.649,0.719,10.811,15.584,0.128,0.0,0.0,0.0,53.36,98.54,0.692,100.0,6.349,0.119,7754,rbf,250,0.25,escalar,aceleracao,rh,10,meio
95.067,57.297,0.715,14.865,14.286,0.146,0.0,0.0,0.0,50.866,100.0,0.674,100.0,6.349,0.119,7755,rbf,250,0.5,escalar,aceleracao,rh,10,meio
97.573,54.324,0.698,16.667,3.896,0.063,0.0,0.0,0.0,46.441,100.0,0.634,0.0,0.0,0.0,7756,rbf,250,1,escalar,aceleracao,rh,10,meio
98.246,30.27,0.463,0.0,0.0,0.0,0.0,0.0,0.0,41.684,100.0,0.588,0.0,0.0,0.0,7757,rbf,250,2,escalar,aceleracao,rh,10,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.06,100.0,0.541,0.0,0.0,0.0,7758,rbf,250,4,escalar,aceleracao,rh,10,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.06,100.0,0.541,0.0,0.0,0.0,7759,rbf,250,8,escalar,aceleracao,rh,10,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.06,100.0,0.541,0.0,0.0,0.0,7760,rbf,250,16,escalar,aceleracao,rh,10,meio
93.644,59.73,0.729,15.11,71.429,0.249,0.0,0.0,0.0,67.351,79.805,0.731,33.333,7.937,0.128,7761,rbf,300,0.03125,escalar,aceleracao,rh,10,meio
92.241,57.838,0.711,14.324,70.13,0.238,0.0,0.0,0.0,71.933,84.185,0.776,26.667,6.349,0.103,7762,rbf,300,0.0625,escalar,aceleracao,rh,10,meio
91.949,58.649,0.716,14.618,57.143,0.233,0.0,0.0,0.0,68.861,94.161,0.795,57.143,6.349,0.114,7763,rbf,300,0.125,escalar,aceleracao,rh,10,meio
92.704,58.378,0.716,10.714,15.584,0.127,0.0,0.0,0.0,53.36,98.54,0.692,100.0,6.349,0.119,7764,rbf,300,0.25,escalar,aceleracao,rh,10,meio
95.067,57.297,0.715,14.865,14.286,0.146,0.0,0.0,0.0,50.866,100.0,0.674,100.0,6.349,0.119,7765,rbf,300,0.5,escalar,aceleracao,rh,10,meio
97.573,54.324,0.698,16.667,3.896,0.063,0.0,0.0,0.0,46.441,100.0,0.634,0.0,0.0,0.0,7766,rbf,300,1,escalar,aceleracao,rh,10,meio
98.246,30.27,0.463,0.0,0.0,0.0,0.0,0.0,0.0,41.684,100.0,0.588,0.0,0.0,0.0,7767,rbf,300,2,escalar,aceleracao,rh,10,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.06,100.0,0.541,0.0,0.0,0.0,7768,rbf,300,4,escalar,aceleracao,rh,10,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.06,100.0,0.541,0.0,0.0,0.0,7769,rbf,300,8,escalar,aceleracao,rh,10,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.06,100.0,0.541,0.0,0.0,0.0,7770,rbf,300,16,escalar,aceleracao,rh,10,meio
92.797,59.189,0.723,14.555,70.13,0.241,0.0,0.0,0.0,67.36,78.832,0.726,28.571,6.349,0.104,7771,rbf,350,0.03125,escalar,aceleracao,rh,10,meio
92.241,57.838,0.711,15.365,76.623,0.256,0.0,0.0,0.0,72.574,83.698,0.777,26.667,6.349,0.103,7772,rbf,350,0.0625,escalar,aceleracao,rh,10,meio
91.949,58.649,0.716,15.41,61.039,0.246,0.0,0.0,0.0,69.176,93.917,0.797,57.143,6.349,0.114,7773,rbf,350,0.125,escalar,aceleracao,rh,10,meio
92.704,58.378,0.716,10.714,15.584,0.127,0.0,0.0,0.0,53.36,98.54,0.692,100.0,6.349,0.119,7774,rbf,350,0.25,escalar,aceleracao,rh,10,meio
95.067,57.297,0.715,14.865,14.286,0.146,0.0,0.0,0.0,50.866,100.0,0.674,100.0,6.349,0.119,7775,rbf,350,0.5,escalar,aceleracao,rh,10,meio
97.573,54.324,0.698,16.667,3.896,0.063,0.0,0.0,0.0,46.441,100.0,0.634,0.0,0.0,0.0,7776,rbf,350,1,escalar,aceleracao,rh,10,meio
98.246,30.27,0.463,0.0,0.0,0.0,0.0,0.0,0.0,41.684,100.0,0.588,0.0,0.0,0.0,7777,rbf,350,2,escalar,aceleracao,rh,10,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.06,100.0,0.541,0.0,0.0,0.0,7778,rbf,350,4,escalar,aceleracao,rh,10,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.06,100.0,0.541,0.0,0.0,0.0,7779,rbf,350,8,escalar,aceleracao,rh,10,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.06,100.0,0.541,0.0,0.0,0.0,7780,rbf,350,16,escalar,aceleracao,rh,10,meio
93.162,58.919,0.722,14.578,74.026,0.244,0.0,0.0,0.0,68.884,78.102,0.732,36.364,6.349,0.108,7781,rbf,400,0.03125,escalar,aceleracao,rh,10,meio
92.241,57.838,0.711,15.445,76.623,0.257,0.0,0.0,0.0,72.327,83.942,0.777,26.667,6.349,0.103,7782,rbf,400,0.0625,escalar,aceleracao,rh,10,meio
91.949,58.649,0.716,16.72,67.532,0.268,0.0,0.0,0.0,69.565,93.431,0.798,57.143,6.349,0.114,7783,rbf,400,0.125,escalar,aceleracao,rh,10,meio
92.704,58.378,0.716,10.714,15.584,0.127,0.0,0.0,0.0,53.36,98.54,0.692,100.0,6.349,0.119,7784,rbf,400,0.25,escalar,aceleracao,rh,10,meio
95.067,57.297,0.715,14.865,14.286,0.146,0.0,0.0,0.0,50.866,100.0,0.674,100.0,6.349,0.119,7785,rbf,400,0.5,escalar,aceleracao,rh,10,meio
97.573,54.324,0.698,16.667,3.896,0.063,0.0,0.0,0.0,46.441,100.0,0.634,0.0,0.0,0.0,7786,rbf,400,1,escalar,aceleracao,rh,10,meio
98.246,30.27,0.463,0.0,0.0,0.0,0.0,0.0,0.0,41.684,100.0,0.588,0.0,0.0,0.0,7787,rbf,400,2,escalar,aceleracao,rh,10,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.06,100.0,0.541,0.0,0.0,0.0,7788,rbf,400,4,escalar,aceleracao,rh,10,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.06,100.0,0.541,0.0,0.0,0.0,7789,rbf,400,8,escalar,aceleracao,rh,10,meio
