precision_d,recall_d,fscore_d,precision_p,recall_p,fscore_p,precision_h,recall_h,fscore_h,precision_s,recall_s,fscore_s,precision_r,recall_r,fscore_r,execution,kernel,c,gamma,characteristic type,characteristic,articulation point,window,label position
100.0,6.087,0.115,0.0,0.0,0.0,0.0,0.0,0.0,38.951,100.0,0.561,0.0,0.0,0.0,6154,rbf,500,0.25,escalar,aceleracao,lh,60,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.2,100.0,0.553,0.0,0.0,0.0,6155,rbf,500,0.5,escalar,aceleracao,lh,60,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.2,100.0,0.553,0.0,0.0,0.0,6156,rbf,500,1,escalar,aceleracao,lh,60,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.2,100.0,0.553,0.0,0.0,0.0,6157,rbf,500,2,escalar,aceleracao,lh,60,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.2,100.0,0.553,0.0,0.0,0.0,6158,rbf,500,4,escalar,aceleracao,lh,60,meio
31.68,100.0,0.481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6159,rbf,500,8,escalar,aceleracao,lh,60,meio
31.68,100.0,0.481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6160,rbf,500,16,escalar,aceleracao,lh,60,meio
91.176,63.824,0.751,29.032,11.688,0.167,0.0,0.0,0.0,47.462,89.688,0.621,0.0,0.0,0.0,6161,rbf,1,0.03125,escalar,aceleracao,lh,70,meio
98.958,55.882,0.714,32.143,11.688,0.171,0.0,0.0,0.0,45.819,93.285,0.615,0.0,0.0,0.0,6162,rbf,1,0.0625,escalar,aceleracao,lh,70,meio
100.0,14.706,0.256,0.0,0.0,0.0,0.0,0.0,0.0,40.174,99.52,0.572,0.0,0.0,0.0,6163,rbf,1,0.125,escalar,aceleracao,lh,70,meio
100.0,1.471,0.029,0.0,0.0,0.0,0.0,0.0,0.0,38.554,99.76,0.556,0.0,0.0,0.0,6164,rbf,1,0.25,escalar,aceleracao,lh,70,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.433,100.0,0.555,0.0,0.0,0.0,6165,rbf,1,0.5,escalar,aceleracao,lh,70,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.433,100.0,0.555,0.0,0.0,0.0,6166,rbf,1,1,escalar,aceleracao,lh,70,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.433,100.0,0.555,0.0,0.0,0.0,6167,rbf,1,2,escalar,aceleracao,lh,70,meio
31.336,100.0,0.477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6168,rbf,1,4,escalar,aceleracao,lh,70,meio
31.336,100.0,0.477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6169,rbf,1,8,escalar,aceleracao,lh,70,meio
31.336,100.0,0.477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6170,rbf,1,16,escalar,aceleracao,lh,70,meio
91.837,66.176,0.769,24.324,11.688,0.158,0.0,0.0,0.0,48.196,89.688,0.627,0.0,0.0,0.0,6171,rbf,50,0.03125,escalar,aceleracao,lh,70,meio
98.421,55.0,0.706,26.471,11.688,0.162,0.0,0.0,0.0,45.616,92.326,0.611,0.0,0.0,0.0,6172,rbf,50,0.0625,escalar,aceleracao,lh,70,meio
100.0,15.0,0.261,0.0,0.0,0.0,0.0,0.0,0.0,40.213,99.52,0.573,0.0,0.0,0.0,6173,rbf,50,0.125,escalar,aceleracao,lh,70,meio
100.0,1.471,0.029,0.0,0.0,0.0,0.0,0.0,0.0,38.554,99.76,0.556,0.0,0.0,0.0,6174,rbf,50,0.25,escalar,aceleracao,lh,70,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.376,99.76,0.554,0.0,0.0,0.0,6175,rbf,50,0.5,escalar,aceleracao,lh,70,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.433,100.0,0.555,0.0,0.0,0.0,6176,rbf,50,1,escalar,aceleracao,lh,70,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.433,100.0,0.555,0.0,0.0,0.0,6177,rbf,50,2,escalar,aceleracao,lh,70,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.433,100.0,0.555,0.0,0.0,0.0,6178,rbf,50,4,escalar,aceleracao,lh,70,meio
31.336,100.0,0.477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6179,rbf,50,8,escalar,aceleracao,lh,70,meio
31.336,100.0,0.477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6180,rbf,50,16,escalar,aceleracao,lh,70,meio
91.837,66.176,0.769,24.324,11.688,0.158,0.0,0.0,0.0,48.196,89.688,0.627,0.0,0.0,0.0,6181,rbf,100,0.03125,escalar,aceleracao,lh,70,meio
98.421,55.0,0.706,26.471,11.688,0.162,0.0,0.0,0.0,45.616,92.326,0.611,0.0,0.0,0.0,6182,rbf,100,0.0625,escalar,aceleracao,lh,70,meio
100.0,15.0,0.261,0.0,0.0,0.0,0.0,0.0,0.0,40.213,99.52,0.573,0.0,0.0,0.0,6183,rbf,100,0.125,escalar,aceleracao,lh,70,meio
100.0,1.471,0.029,0.0,0.0,0.0,0.0,0.0,0.0,38.554,99.76,0.556,0.0,0.0,0.0,6184,rbf,100,0.25,escalar,aceleracao,lh,70,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.376,99.76,0.554,0.0,0.0,0.0,6185,rbf,100,0.5,escalar,aceleracao,lh,70,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.433,100.0,0.555,0.0,0.0,0.0,6186,rbf,100,1,escalar,aceleracao,lh,70,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.433,100.0,0.555,0.0,0.0,0.0,6187,rbf,100,2,escalar,aceleracao,lh,70,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.433,100.0,0.555,0.0,0.0,0.0,6188,rbf,100,4,escalar,aceleracao,lh,70,meio
31.336,100.0,0.477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6189,rbf,100,8,escalar,aceleracao,lh,70,meio
31.336,100.0,0.477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6190,rbf,100,16,escalar,aceleracao,lh,70,meio
91.837,66.176,0.769,24.324,11.688,0.158,0.0,0.0,0.0,48.196,89.688,0.627,0.0,0.0,0.0,6191,rbf,150,0.03125,escalar,aceleracao,lh,70,meio
98.421,55.0,0.706,26.471,11.688,0.162,0.0,0.0,0.0,45.616,92.326,0.611,0.0,0.0,0.0,6192,rbf,150,0.0625,escalar,aceleracao,lh,70,meio
100.0,15.0,0.261,0.0,0.0,0.0,0.0,0.0,0.0,40.213,99.52,0.573,0.0,0.0,0.0,6193,rbf,150,0.125,escalar,aceleracao,lh,70,meio
100.0,1.471,0.029,0.0,0.0,0.0,0.0,0.0,0.0,38.554,99.76,0.556,0.0,0.0,0.0,6194,rbf,150,0.25,escalar,aceleracao,lh,70,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.376,99.76,0.554,0.0,0.0,0.0,6195,rbf,150,0.5,escalar,aceleracao,lh,70,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.433,100.0,0.555,0.0,0.0,0.0,6196,rbf,150,1,escalar,aceleracao,lh,70,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.433,100.0,0.555,0.0,0.0,0.0,6197,rbf,150,2,escalar,aceleracao,lh,70,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.433,100.0,0.555,0.0,0.0,0.0,6198,rbf,150,4,escalar,aceleracao,lh,70,meio
31.336,100.0,0.477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6199,rbf,150,8,escalar,aceleracao,lh,70,meio
31.336,100.0,0.477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6200,rbf,150,16,escalar,aceleracao,lh,70,meio
91.837,66.176,0.769,24.324,11.688,0.158,0.0,0.0,0.0,48.196,89.688,0.627,0.0,0.0,0.0,6201,rbf,200,0.03125,escalar,aceleracao,lh,70,meio
98.421,55.0,0.706,26.471,11.688,0.162,0.0,0.0,0.0,45.616,92.326,0.611,0.0,0.0,0.0,6202,rbf,200,0.0625,escalar,aceleracao,lh,70,meio
100.0,15.0,0.261,0.0,0.0,0.0,0.0,0.0,0.0,40.213,99.52,0.573,0.0,0.0,0.0,6203,rbf,200,0.125,escalar,aceleracao,lh,70,meio
100.0,1.471,0.029,0.0,0.0,0.0,0.0,0.0,0.0,38.554,99.76,0.556,0.0,0.0,0.0,6204,rbf,200,0.25,escalar,aceleracao,lh,70,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.376,99.76,0.554,0.0,0.0,0.0,6205,rbf,200,0.5,escalar,aceleracao,lh,70,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.433,100.0,0.555,0.0,0.0,0.0,6206,rbf,200,1,escalar,aceleracao,lh,70,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.433,100.0,0.555,0.0,0.0,0.0,6207,rbf,200,2,escalar,aceleracao,lh,70,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.433,100.0,0.555,0.0,0.0,0.0,6208,rbf,200,4,escalar,aceleracao,lh,70,meio
31.336,100.0,0.477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6209,rbf,200,8,escalar,aceleracao,lh,70,meio
31.336,100.0,0.477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6210,rbf,200,16,escalar,aceleracao,lh,70,meio
91.837,66.176,0.769,24.324,11.688,0.158,0.0,0.0,0.0,48.196,89.688,0.627,0.0,0.0,0.0,6211,rbf,250,0.03125,escalar,aceleracao,lh,70,meio
98.421,55.0,0.706,26.471,11.688,0.162,0.0,0.0,0.0,45.616,92.326,0.611,0.0,0.0,0.0,6212,rbf,250,0.0625,escalar,aceleracao,lh,70,meio
100.0,15.0,0.261,0.0,0.0,0.0,0.0,0.0,0.0,40.213,99.52,0.573,0.0,0.0,0.0,6213,rbf,250,0.125,escalar,aceleracao,lh,70,meio
100.0,1.471,0.029,0.0,0.0,0.0,0.0,0.0,0.0,38.554,99.76,0.556,0.0,0.0,0.0,6214,rbf,250,0.25,escalar,aceleracao,lh,70,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.376,99.76,0.554,0.0,0.0,0.0,6215,rbf,250,0.5,escalar,aceleracao,lh,70,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.433,100.0,0.555,0.0,0.0,0.0,6216,rbf,250,1,escalar,aceleracao,lh,70,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.433,100.0,0.555,0.0,0.0,0.0,6217,rbf,250,2,escalar,aceleracao,lh,70,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.433,100.0,0.555,0.0,0.0,0.0,6218,rbf,250,4,escalar,aceleracao,lh,70,meio
31.336,100.0,0.477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6219,rbf,250,8,escalar,aceleracao,lh,70,meio
31.336,100.0,0.477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6220,rbf,250,16,escalar,aceleracao,lh,70,meio
91.837,66.176,0.769,24.324,11.688,0.158,0.0,0.0,0.0,48.196,89.688,0.627,0.0,0.0,0.0,6221,rbf,300,0.03125,escalar,aceleracao,lh,70,meio
98.421,55.0,0.706,26.471,11.688,0.162,0.0,0.0,0.0,45.616,92.326,0.611,0.0,0.0,0.0,6222,rbf,300,0.0625,escalar,aceleracao,lh,70,meio
100.0,15.0,0.261,0.0,0.0,0.0,0.0,0.0,0.0,40.213,99.52,0.573,0.0,0.0,0.0,6223,rbf,300,0.125,escalar,aceleracao,lh,70,meio
100.0,1.471,0.029,0.0,0.0,0.0,0.0,0.0,0.0,38.554,99.76,0.556,0.0,0.0,0.0,6224,rbf,300,0.25,escalar,aceleracao,lh,70,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.376,99.76,0.554,0.0,0.0,0.0,6225,rbf,300,0.5,escalar,aceleracao,lh,70,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.433,100.0,0.555,0.0,0.0,0.0,6226,rbf,300,1,escalar,aceleracao,lh,70,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.433,100.0,0.555,0.0,0.0,0.0,6227,rbf,300,2,escalar,aceleracao,lh,70,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.433,100.0,0.555,0.0,0.0,0.0,6228,rbf,300,4,escalar,aceleracao,lh,70,meio
31.336,100.0,0.477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6229,rbf,300,8,escalar,aceleracao,lh,70,meio
31.336,100.0,0.477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6230,rbf,300,16,escalar,aceleracao,lh,70,meio
91.837,66.176,0.769,24.324,11.688,0.158,0.0,0.0,0.0,48.196,89.688,0.627,0.0,0.0,0.0,6231,rbf,350,0.03125,escalar,aceleracao,lh,70,meio
98.421,55.0,0.706,26.471,11.688,0.162,0.0,0.0,0.0,45.616,92.326,0.611,0.0,0.0,0.0,6232,rbf,350,0.0625,escalar,aceleracao,lh,70,meio
100.0,15.0,0.261,0.0,0.0,0.0,0.0,0.0,0.0,40.213,99.52,0.573,0.0,0.0,0.0,6233,rbf,350,0.125,escalar,aceleracao,lh,70,meio
100.0,1.471,0.029,0.0,0.0,0.0,0.0,0.0,0.0,38.554,99.76,0.556,0.0,0.0,0.0,6234,rbf,350,0.25,escalar,aceleracao,lh,70,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.376,99.76,0.554,0.0,0.0,0.0,6235,rbf,350,0.5,escalar,aceleracao,lh,70,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.433,100.0,0.555,0.0,0.0,0.0,6236,rbf,350,1,escalar,aceleracao,lh,70,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.433,100.0,0.555,0.0,0.0,0.0,6237,rbf,350,2,escalar,aceleracao,lh,70,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.433,100.0,0.555,0.0,0.0,0.0,6238,rbf,350,4,escalar,aceleracao,lh,70,meio
31.336,100.0,0.477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6239,rbf,350,8,escalar,aceleracao,lh,70,meio
31.336,100.0,0.477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6240,rbf,350,16,escalar,aceleracao,lh,70,meio
91.837,66.176,0.769,24.324,11.688,0.158,0.0,0.0,0.0,48.196,89.688,0.627,0.0,0.0,0.0,6241,rbf,400,0.03125,escalar,aceleracao,lh,70,meio
98.421,55.0,0.706,26.471,11.688,0.162,0.0,0.0,0.0,45.616,92.326,0.611,0.0,0.0,0.0,6242,rbf,400,0.0625,escalar,aceleracao,lh,70,meio
100.0,15.0,0.261,0.0,0.0,0.0,0.0,0.0,0.0,40.213,99.52,0.573,0.0,0.0,0.0,6243,rbf,400,0.125,escalar,aceleracao,lh,70,meio
100.0,1.471,0.029,0.0,0.0,0.0,0.0,0.0,0.0,38.554,99.76,0.556,0.0,0.0,0.0,6244,rbf,400,0.25,escalar,aceleracao,lh,70,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.376,99.76,0.554,0.0,0.0,0.0,6245,rbf,400,0.5,escalar,aceleracao,lh,70,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.433,100.0,0.555,0.0,0.0,0.0,6246,rbf,400,1,escalar,aceleracao,lh,70,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.433,100.0,0.555,0.0,0.0,0.0,6247,rbf,400,2,escalar,aceleracao,lh,70,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.433,100.0,0.555,0.0,0.0,0.0,6248,rbf,400,4,escalar,aceleracao,lh,70,meio
31.336,100.0,0.477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6249,rbf,400,8,escalar,aceleracao,lh,70,meio
31.336,100.0,0.477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6250,rbf,400,16,escalar,aceleracao,lh,70,meio
91.837,66.176,0.769,24.324,11.688,0.158,0.0,0.0,0.0,48.196,89.688,0.627,0.0,0.0,0.0,6251,rbf,450,0.03125,escalar,aceleracao,lh,70,meio
98.421,55.0,0.706,26.471,11.688,0.162,0.0,0.0,0.0,45.616,92.326,0.611,0.0,0.0,0.0,6252,rbf,450,0.0625,escalar,aceleracao,lh,70,meio
100.0,15.0,0.261,0.0,0.0,0.0,0.0,0.0,0.0,40.213,99.52,0.573,0.0,0.0,0.0,6253,rbf,450,0.125,escalar,aceleracao,lh,70,meio
100.0,1.471,0.029,0.0,0.0,0.0,0.0,0.0,0.0,38.554,99.76,0.556,0.0,0.0,0.0,6254,rbf,450,0.25,escalar,aceleracao,lh,70,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.376,99.76,0.554,0.0,0.0,0.0,6255,rbf,450,0.5,escalar,aceleracao,lh,70,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.433,100.0,0.555,0.0,0.0,0.0,6256,rbf,450,1,escalar,aceleracao,lh,70,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.433,100.0,0.555,0.0,0.0,0.0,6257,rbf,450,2,escalar,aceleracao,lh,70,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.433,100.0,0.555,0.0,0.0,0.0,6258,rbf,450,4,escalar,aceleracao,lh,70,meio
31.336,100.0,0.477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6259,rbf,450,8,escalar,aceleracao,lh,70,meio
31.336,100.0,0.477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6260,rbf,450,16,escalar,aceleracao,lh,70,meio
91.837,66.176,0.769,24.324,11.688,0.158,0.0,0.0,0.0,48.196,89.688,0.627,0.0,0.0,0.0,6261,rbf,500,0.03125,escalar,aceleracao,lh,70,meio
98.421,55.0,0.706,26.471,11.688,0.162,0.0,0.0,0.0,45.616,92.326,0.611,0.0,0.0,0.0,6262,rbf,500,0.0625,escalar,aceleracao,lh,70,meio
100.0,15.0,0.261,0.0,0.0,0.0,0.0,0.0,0.0,40.213,99.52,0.573,0.0,0.0,0.0,6263,rbf,500,0.125,escalar,aceleracao,lh,70,meio
100.0,1.471,0.029,0.0,0.0,0.0,0.0,0.0,0.0,38.554,99.76,0.556,0.0,0.0,0.0,6264,rbf,500,0.25,escalar,aceleracao,lh,70,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.376,99.76,0.554,0.0,0.0,0.0,6265,rbf,500,0.5,escalar,aceleracao,lh,70,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.433,100.0,0.555,0.0,0.0,0.0,6266,rbf,500,1,escalar,aceleracao,lh,70,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.433,100.0,0.555,0.0,0.0,0.0,6267,rbf,500,2,escalar,aceleracao,lh,70,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.433,100.0,0.555,0.0,0.0,0.0,6268,rbf,500,4,escalar,aceleracao,lh,70,meio
31.336,100.0,0.477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6269,rbf,500,8,escalar,aceleracao,lh,70,meio
31.336,100.0,0.477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6270,rbf,500,16,escalar,aceleracao,lh,70,meio
94.286,59.104,0.727,30.303,12.821,0.18,0.0,0.0,0.0,47.016,92.566,0.624,0.0,0.0,0.0,6271,rbf,1,0.03125,escalar,aceleracao,lh,80,meio
100.0,28.657,0.445,43.478,12.821,0.198,0.0,0.0,0.0,42.827,98.801,0.598,0.0,0.0,0.0,6272,rbf,1,0.0625,escalar,aceleracao,lh,80,meio
100.0,6.269,0.118,50.0,1.282,0.025,0.0,0.0,0.0,39.319,99.76,0.564,0.0,0.0,0.0,6273,rbf,1,0.125,escalar,aceleracao,lh,80,meio
0.0,0.0,0.0,100.0,1.282,0.025,0.0,0.0,0.0,38.611,100.0,0.557,0.0,0.0,0.0,6274,rbf,1,0.25,escalar,aceleracao,lh,80,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.575,100.0,0.557,0.0,0.0,0.0,6275,rbf,1,0.5,escalar,aceleracao,lh,80,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.575,100.0,0.557,0.0,0.0,0.0,6276,rbf,1,1,escalar,aceleracao,lh,80,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.575,100.0,0.557,0.0,0.0,0.0,6277,rbf,1,2,escalar,aceleracao,lh,80,meio
30.99,100.0,0.473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6278,rbf,1,4,escalar,aceleracao,lh,80,meio
30.99,100.0,0.473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6279,rbf,1,8,escalar,aceleracao,lh,80,meio
30.99,100.0,0.473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6280,rbf,1,16,escalar,aceleracao,lh,80,meio
94.643,63.284,0.758,27.778,12.821,0.175,0.0,0.0,0.0,47.696,91.847,0.628,0.0,0.0,0.0,6281,rbf,50,0.03125,escalar,aceleracao,lh,80,meio
100.0,28.657,0.445,40.0,12.821,0.194,0.0,0.0,0.0,42.708,98.321,0.595,0.0,0.0,0.0,6282,rbf,50,0.0625,escalar,aceleracao,lh,80,meio
100.0,6.269,0.118,50.0,1.282,0.025,0.0,0.0,0.0,39.319,99.76,0.564,0.0,0.0,0.0,6283,rbf,50,0.125,escalar,aceleracao,lh,80,meio
0.0,0.0,0.0,100.0,1.282,0.025,0.0,0.0,0.0,38.611,100.0,0.557,0.0,0.0,0.0,6284,rbf,50,0.25,escalar,aceleracao,lh,80,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.575,100.0,0.557,0.0,0.0,0.0,6285,rbf,50,0.5,escalar,aceleracao,lh,80,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.575,100.0,0.557,0.0,0.0,0.0,6286,rbf,50,1,escalar,aceleracao,lh,80,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.575,100.0,0.557,0.0,0.0,0.0,6287,rbf,50,2,escalar,aceleracao,lh,80,meio
30.99,100.0,0.473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6288,rbf,50,4,escalar,aceleracao,lh,80,meio
30.99,100.0,0.473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6289,rbf,50,8,escalar,aceleracao,lh,80,meio
30.99,100.0,0.473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6290,rbf,50,16,escalar,aceleracao,lh,80,meio
94.643,63.284,0.758,27.778,12.821,0.175,0.0,0.0,0.0,47.696,91.847,0.628,0.0,0.0,0.0,6291,rbf,100,0.03125,escalar,aceleracao,lh,80,meio
100.0,28.657,0.445,40.0,12.821,0.194,0.0,0.0,0.0,42.708,98.321,0.595,0.0,0.0,0.0,6292,rbf,100,0.0625,escalar,aceleracao,lh,80,meio
100.0,6.269,0.118,50.0,1.282,0.025,0.0,0.0,0.0,39.319,99.76,0.564,0.0,0.0,0.0,6293,rbf,100,0.125,escalar,aceleracao,lh,80,meio
0.0,0.0,0.0,100.0,1.282,0.025,0.0,0.0,0.0,38.611,100.0,0.557,0.0,0.0,0.0,6294,rbf,100,0.25,escalar,aceleracao,lh,80,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.575,100.0,0.557,0.0,0.0,0.0,6295,rbf,100,0.5,escalar,aceleracao,lh,80,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.575,100.0,0.557,0.0,0.0,0.0,6296,rbf,100,1,escalar,aceleracao,lh,80,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.575,100.0,0.557,0.0,0.0,0.0,6297,rbf,100,2,escalar,aceleracao,lh,80,meio
30.99,100.0,0.473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6298,rbf,100,4,escalar,aceleracao,lh,80,meio
30.99,100.0,0.473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6299,rbf,100,8,escalar,aceleracao,lh,80,meio
30.99,100.0,0.473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6300,rbf,100,16,escalar,aceleracao,lh,80,meio
94.643,63.284,0.758,27.778,12.821,0.175,0.0,0.0,0.0,47.696,91.847,0.628,0.0,0.0,0.0,6301,rbf,150,0.03125,escalar,aceleracao,lh,80,meio
100.0,28.657,0.445,40.0,12.821,0.194,0.0,0.0,0.0,42.708,98.321,0.595,0.0,0.0,0.0,6302,rbf,150,0.0625,escalar,aceleracao,lh,80,meio
100.0,6.269,0.118,50.0,1.282,0.025,0.0,0.0,0.0,39.319,99.76,0.564,0.0,0.0,0.0,6303,rbf,150,0.125,escalar,aceleracao,lh,80,meio
0.0,0.0,0.0,100.0,1.282,0.025,0.0,0.0,0.0,38.611,100.0,0.557,0.0,0.0,0.0,6304,rbf,150,0.25,escalar,aceleracao,lh,80,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.575,100.0,0.557,0.0,0.0,0.0,6305,rbf,150,0.5,escalar,aceleracao,lh,80,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.575,100.0,0.557,0.0,0.0,0.0,6306,rbf,150,1,escalar,aceleracao,lh,80,meio
